Date,nifty_close,lag1,lag2,lag3,lag4,lag5
25-02-2000 00:00,1710.45,1732,1696.4,1739.05,1753.5,1717.8
28-02-2000 00:00,1722.55,1710.45,1732,1696.4,1739.05,1753.5
29-02-2000 00:00,1654.8,1722.55,1710.45,1732,1696.4,1739.05
01-03-2000 00:00,1712.7,1654.8,1722.55,1710.45,1732,1696.4
02-03-2000 00:00,1696.55,1712.7,1654.8,1722.55,1710.45,1732
03-03-2000 00:00,1656,1696.55,1712.7,1654.8,1722.55,1710.45
06-03-2000 00:00,1688.5,1656,1696.55,1712.7,1654.8,1722.55
07-03-2000 00:00,1702.75,1688.5,1656,1696.55,1712.7,1654.8
08-03-2000 00:00,1666.35,1702.75,1688.5,1656,1696.55,1712.7
09-03-2000 00:00,1646.25,1666.35,1702.75,1688.5,1656,1696.55
10-03-2000 00:00,1602.75,1646.25,1666.35,1702.75,1688.5,1656
13-03-2000 00:00,1560.7,1602.75,1646.25,1666.35,1702.75,1688.5
14-03-2000 00:00,1567.05,1560.7,1602.75,1646.25,1666.35,1702.75
15-03-2000 00:00,1620.1,1567.05,1560.7,1602.75,1646.25,1666.35
16-03-2000 00:00,1562.2,1620.1,1567.05,1560.7,1602.75,1646.25
21-03-2000 00:00,1556.6,1562.2,1620.1,1567.05,1560.7,1602.75
22-03-2000 00:00,1589.6,1556.6,1562.2,1620.1,1567.05,1560.7
23-03-2000 00:00,1553.4,1589.6,1556.6,1562.2,1620.1,1567.05
24-03-2000 00:00,1569.55,1553.4,1589.6,1556.6,1562.2,1620.1
27-03-2000 00:00,1562.95,1569.55,1553.4,1589.6,1556.6,1562.2
28-03-2000 00:00,1568.6,1562.95,1569.55,1553.4,1589.6,1556.6
29-03-2000 00:00,1558.25,1568.6,1562.95,1569.55,1553.4,1589.6
30-03-2000 00:00,1549.5,1558.25,1568.6,1562.95,1569.55,1553.4
31-03-2000 00:00,1528.45,1549.5,1558.25,1568.6,1562.95,1569.55
03-04-2000 00:00,1534.75,1528.45,1549.5,1558.25,1568.6,1562.95
04-04-2000 00:00,1428.1,1534.75,1528.45,1549.5,1558.25,1568.6
05-04-2000 00:00,1434.65,1428.1,1534.75,1528.45,1549.5,1558.25
06-04-2000 00:00,1452.95,1434.65,1428.1,1534.75,1528.45,1549.5
07-04-2000 00:00,1557.15,1452.95,1434.65,1428.1,1534.75,1528.45
10-04-2000 00:00,1613,1557.15,1452.95,1434.65,1428.1,1534.75
11-04-2000 00:00,1624.65,1613,1557.15,1452.95,1434.65,1428.1
12-04-2000 00:00,1592.7,1624.65,1613,1557.15,1452.95,1434.65
13-04-2000 00:00,1518.65,1592.7,1624.65,1613,1557.15,1452.95
17-04-2000 00:00,1443.55,1518.65,1592.7,1624.65,1613,1557.15
18-04-2000 00:00,1414.8,1443.55,1518.65,1592.7,1624.65,1613
19-04-2000 00:00,1404.95,1414.8,1443.55,1518.65,1592.7,1624.65
20-04-2000 00:00,1415.65,1404.95,1414.8,1443.55,1518.65,1592.7
24-04-2000 00:00,1388,1415.65,1404.95,1414.8,1443.55,1518.65
25-04-2000 00:00,1359.45,1388,1415.65,1404.95,1414.8,1443.55
26-04-2000 00:00,1436.1,1359.45,1388,1415.65,1404.95,1414.8
27-04-2000 00:00,1416.9,1436.1,1359.45,1388,1415.65,1404.95
28-04-2000 00:00,1406.55,1416.9,1436.1,1359.45,1388,1415.65
02-05-2000 00:00,1333.45,1406.55,1416.9,1436.1,1359.45,1388
03-05-2000 00:00,1316.05,1333.45,1406.55,1416.9,1436.1,1359.45
04-05-2000 00:00,1380.55,1316.05,1333.45,1406.55,1416.9,1436.1
05-05-2000 00:00,1422.4,1380.55,1316.05,1333.45,1406.55,1416.9
08-05-2000 00:00,1365.05,1422.4,1380.55,1316.05,1333.45,1406.55
09-05-2000 00:00,1378.55,1365.05,1422.4,1380.55,1316.05,1333.45
10-05-2000 00:00,1363.15,1378.55,1365.05,1422.4,1380.55,1316.05
11-05-2000 00:00,1304.55,1363.15,1378.55,1365.05,1422.4,1380.55
12-05-2000 00:00,1282.8,1304.55,1363.15,1378.55,1365.05,1422.4
15-05-2000 00:00,1299.25,1282.8,1304.55,1363.15,1378.55,1365.05
16-05-2000 00:00,1306.85,1299.25,1282.8,1304.55,1363.15,1378.55
17-05-2000 00:00,1311.65,1306.85,1299.25,1282.8,1304.55,1363.15
18-05-2000 00:00,1293.4,1311.65,1306.85,1299.25,1282.8,1304.55
19-05-2000 00:00,1268,1293.4,1311.65,1306.85,1299.25,1282.8
22-05-2000 00:00,1233,1268,1293.4,1311.65,1306.85,1299.25
23-05-2000 00:00,1224.4,1233,1268,1293.4,1311.65,1306.85
24-05-2000 00:00,1235.9,1224.4,1233,1268,1293.4,1311.65
25-05-2000 00:00,1247.65,1235.9,1224.4,1233,1268,1293.4
26-05-2000 00:00,1275.35,1247.65,1235.9,1224.4,1233,1268
29-05-2000 00:00,1311.05,1275.35,1247.65,1235.9,1224.4,1233
30-05-2000 00:00,1344.85,1311.05,1275.35,1247.65,1235.9,1224.4
31-05-2000 00:00,1380.45,1344.85,1311.05,1275.35,1247.65,1235.9
01-06-2000 00:00,1349,1380.45,1344.85,1311.05,1275.35,1247.65
02-06-2000 00:00,1389.25,1349,1380.45,1344.85,1311.05,1275.35
05-06-2000 00:00,1404.6,1389.25,1349,1380.45,1344.85,1311.05
06-06-2000 00:00,1421.75,1404.6,1389.25,1349,1380.45,1344.85
07-06-2000 00:00,1430.35,1421.75,1404.6,1389.25,1349,1380.45
08-06-2000 00:00,1463.65,1430.35,1421.75,1404.6,1389.25,1349
09-06-2000 00:00,1467.2,1463.65,1430.35,1421.75,1404.6,1389.25
12-06-2000 00:00,1440.4,1467.2,1463.65,1430.35,1421.75,1404.6
13-06-2000 00:00,1432.9,1440.4,1467.2,1463.65,1430.35,1421.75
14-06-2000 00:00,1435.5,1432.9,1440.4,1467.2,1463.65,1430.35
15-06-2000 00:00,1445.25,1435.5,1432.9,1440.4,1467.2,1463.65
16-06-2000 00:00,1477.3,1445.25,1435.5,1432.9,1440.4,1467.2
19-06-2000 00:00,1498.75,1477.3,1445.25,1435.5,1432.9,1440.4
20-06-2000 00:00,1507.1,1498.75,1477.3,1445.25,1435.5,1432.9
21-06-2000 00:00,1475.15,1507.1,1498.75,1477.3,1445.25,1435.5
22-06-2000 00:00,1488.25,1475.15,1507.1,1498.75,1477.3,1445.25
23-06-2000 00:00,1472.2,1488.25,1475.15,1507.1,1498.75,1477.3
26-06-2000 00:00,1451.65,1472.2,1488.25,1475.15,1507.1,1498.75
27-06-2000 00:00,1454.3,1451.65,1472.2,1488.25,1475.15,1507.1
28-06-2000 00:00,1470,1454.3,1451.65,1472.2,1488.25,1475.15
29-06-2000 00:00,1492.35,1470,1454.3,1451.65,1472.2,1488.25
30-06-2000 00:00,1471.45,1492.35,1470,1454.3,1451.65,1472.2
03-07-2000 00:00,1495.25,1471.45,1492.35,1470,1454.3,1451.65
04-07-2000 00:00,1511.3,1495.25,1471.45,1492.35,1470,1454.3
05-07-2000 00:00,1526.05,1511.3,1495.25,1471.45,1492.35,1470
06-07-2000 00:00,1516.8,1526.05,1511.3,1495.25,1471.45,1492.35
07-07-2000 00:00,1517.6,1516.8,1526.05,1511.3,1495.25,1471.45
10-07-2000 00:00,1509.65,1517.6,1516.8,1526.05,1511.3,1495.25
11-07-2000 00:00,1518.55,1509.65,1517.6,1516.8,1526.05,1511.3
12-07-2000 00:00,1533.35,1518.55,1509.65,1517.6,1516.8,1526.05
13-07-2000 00:00,1522.6,1533.35,1518.55,1509.65,1517.6,1516.8
14-07-2000 00:00,1509.75,1522.6,1533.35,1518.55,1509.65,1517.6
17-07-2000 00:00,1479.65,1509.75,1522.6,1533.35,1518.55,1509.65
18-07-2000 00:00,1463.1,1479.65,1509.75,1522.6,1533.35,1518.55
19-07-2000 00:00,1435.8,1463.1,1479.65,1509.75,1522.6,1533.35
20-07-2000 00:00,1424.2,1435.8,1463.1,1479.65,1509.75,1522.6
21-07-2000 00:00,1397.25,1424.2,1435.8,1463.1,1479.65,1509.75
24-07-2000 00:00,1317.75,1397.25,1424.2,1435.8,1463.1,1479.65
25-07-2000 00:00,1348.9,1317.75,1397.25,1424.2,1435.8,1463.1
26-07-2000 00:00,1318.25,1348.9,1317.75,1397.25,1424.2,1435.8
27-07-2000 00:00,1338.05,1318.25,1348.9,1317.75,1397.25,1424.2
28-07-2000 00:00,1333.8,1338.05,1318.25,1348.9,1317.75,1397.25
31-07-2000 00:00,1332.85,1333.8,1338.05,1318.25,1348.9,1317.75
01-08-2000 00:00,1326.85,1332.85,1333.8,1338.05,1318.25,1348.9
02-08-2000 00:00,1331.9,1326.85,1332.85,1333.8,1338.05,1318.25
03-08-2000 00:00,1321.25,1331.9,1326.85,1332.85,1333.8,1338.05
04-08-2000 00:00,1318.55,1321.25,1331.9,1326.85,1332.85,1333.8
07-08-2000 00:00,1310.8,1318.55,1321.25,1331.9,1326.85,1332.85
08-08-2000 00:00,1345.6,1310.8,1318.55,1321.25,1331.9,1326.85
09-08-2000 00:00,1344.95,1345.6,1310.8,1318.55,1321.25,1331.9
10-08-2000 00:00,1328,1344.95,1345.6,1310.8,1318.55,1321.25
11-08-2000 00:00,1310.75,1328,1344.95,1345.6,1310.8,1318.55
14-08-2000 00:00,1317.9,1310.75,1328,1344.95,1345.6,1310.8
16-08-2000 00:00,1351.45,1317.9,1310.75,1328,1344.95,1345.6
17-08-2000 00:00,1341.4,1351.45,1317.9,1310.75,1328,1344.95
18-08-2000 00:00,1358.05,1341.4,1351.45,1317.9,1310.75,1328
21-08-2000 00:00,1370.25,1358.05,1341.4,1351.45,1317.9,1310.75
22-08-2000 00:00,1381.2,1370.25,1358.05,1341.4,1351.45,1317.9
23-08-2000 00:00,1386.05,1381.2,1370.25,1358.05,1341.4,1351.45
24-08-2000 00:00,1386.95,1386.05,1381.2,1370.25,1358.05,1341.4
25-08-2000 00:00,1381.25,1386.95,1386.05,1381.2,1370.25,1358.05
28-08-2000 00:00,1369.85,1381.25,1386.95,1386.05,1381.2,1370.25
29-08-2000 00:00,1367.7,1369.85,1381.25,1386.95,1386.05,1381.2
30-08-2000 00:00,1375.95,1367.7,1369.85,1381.25,1386.95,1386.05
31-08-2000 00:00,1394.1,1375.95,1367.7,1369.85,1381.25,1386.95
04-09-2000 00:00,1427.75,1394.1,1375.95,1367.7,1369.85,1381.25
05-09-2000 00:00,1428.25,1427.75,1394.1,1375.95,1367.7,1369.85
06-09-2000 00:00,1435.35,1428.25,1427.75,1394.1,1375.95,1367.7
07-09-2000 00:00,1439.75,1435.35,1428.25,1427.75,1394.1,1375.95
08-09-2000 00:00,1450.05,1439.75,1435.35,1428.25,1427.75,1394.1
11-09-2000 00:00,1456.35,1450.05,1439.75,1435.35,1428.25,1427.75
12-09-2000 00:00,1467.65,1456.35,1450.05,1439.75,1435.35,1428.25
13-09-2000 00:00,1456.15,1467.65,1456.35,1450.05,1439.75,1435.35
14-09-2000 00:00,1445.3,1456.15,1467.65,1456.35,1450.05,1439.75
15-09-2000 00:00,1417.2,1445.3,1456.15,1467.65,1456.35,1450.05
18-09-2000 00:00,1354.35,1417.2,1445.3,1456.15,1467.65,1456.35
19-09-2000 00:00,1317,1354.35,1417.2,1445.3,1456.15,1467.65
20-09-2000 00:00,1342.9,1317,1354.35,1417.2,1445.3,1456.15
21-09-2000 00:00,1329.85,1342.9,1317,1354.35,1417.2,1445.3
22-09-2000 00:00,1266.45,1329.85,1342.9,1317,1354.35,1417.2
25-09-2000 00:00,1292.55,1266.45,1329.85,1342.9,1317,1354.35
26-09-2000 00:00,1267.9,1292.55,1266.45,1329.85,1342.9,1317
27-09-2000 00:00,1292.55,1267.9,1292.55,1266.45,1329.85,1342.9
28-09-2000 00:00,1266.4,1292.55,1267.9,1292.55,1266.45,1329.85
29-09-2000 00:00,1271.65,1266.4,1292.55,1267.9,1292.55,1266.45
03-10-2000 00:00,1282,1271.65,1266.4,1292.55,1267.9,1292.55
04-10-2000 00:00,1297.8,1282,1271.65,1266.4,1292.55,1267.9
05-10-2000 00:00,1284.75,1297.8,1282,1271.65,1266.4,1292.55
06-10-2000 00:00,1285,1284.75,1297.8,1282,1271.65,1266.4
09-10-2000 00:00,1267.3,1285,1284.75,1297.8,1282,1271.65
10-10-2000 00:00,1238.95,1267.3,1285,1284.75,1297.8,1282
11-10-2000 00:00,1201.9,1238.95,1267.3,1285,1284.75,1297.8
12-10-2000 00:00,1206.25,1201.9,1238.95,1267.3,1285,1284.75
13-10-2000 00:00,1176.75,1206.25,1201.9,1238.95,1267.3,1285
16-10-2000 00:00,1175.45,1176.75,1206.25,1201.9,1238.95,1267.3
17-10-2000 00:00,1158.05,1175.45,1176.75,1206.25,1201.9,1238.95
18-10-2000 00:00,1136,1158.05,1175.45,1176.75,1206.25,1201.9
19-10-2000 00:00,1166.15,1136,1158.05,1175.45,1176.75,1206.25
20-10-2000 00:00,1172,1166.15,1136,1158.05,1175.45,1176.75
23-10-2000 00:00,1143.95,1172,1166.15,1136,1158.05,1175.45
24-10-2000 00:00,1152.45,1143.95,1172,1166.15,1136,1158.05
25-10-2000 00:00,1183.9,1152.45,1143.95,1172,1166.15,1136
26-10-2000 00:00,1186.3,1183.9,1152.45,1143.95,1172,1166.15
27-10-2000 00:00,1178.7,1186.3,1183.9,1152.45,1143.95,1172
30-10-2000 00:00,1167.15,1178.7,1186.3,1183.9,1152.45,1143.95
31-10-2000 00:00,1172.75,1167.15,1178.7,1186.3,1183.9,1152.45
01-11-2000 00:00,1200.8,1172.75,1167.15,1178.7,1186.3,1183.9
02-11-2000 00:00,1224.85,1200.8,1172.75,1167.15,1178.7,1186.3
03-11-2000 00:00,1242.05,1224.85,1200.8,1172.75,1167.15,1178.7
06-11-2000 00:00,1240.25,1242.05,1224.85,1200.8,1172.75,1167.15
07-11-2000 00:00,1246.75,1240.25,1242.05,1224.85,1200.8,1172.75
08-11-2000 00:00,1266.8,1246.75,1240.25,1242.05,1224.85,1200.8
09-11-2000 00:00,1269.95,1266.8,1246.75,1240.25,1242.05,1224.85
10-11-2000 00:00,1239.55,1269.95,1266.8,1246.75,1240.25,1242.05
13-11-2000 00:00,1208.05,1239.55,1269.95,1266.8,1246.75,1240.25
14-11-2000 00:00,1242.85,1208.05,1239.55,1269.95,1266.8,1246.75
15-11-2000 00:00,1247.05,1242.85,1208.05,1239.55,1269.95,1266.8
16-11-2000 00:00,1233.25,1247.05,1242.85,1208.05,1239.55,1269.95
17-11-2000 00:00,1236,1233.25,1247.05,1242.85,1208.05,1239.55
20-11-2000 00:00,1237.6,1236,1233.25,1247.05,1242.85,1208.05
21-11-2000 00:00,1235,1237.6,1236,1233.25,1247.05,1242.85
22-11-2000 00:00,1222.35,1235,1237.6,1236,1233.25,1247.05
23-11-2000 00:00,1216,1222.35,1235,1237.6,1236,1233.25
24-11-2000 00:00,1225.2,1216,1222.35,1235,1237.6,1236
27-11-2000 00:00,1252.9,1225.2,1216,1222.35,1235,1237.6
28-11-2000 00:00,1272.75,1252.9,1225.2,1216,1222.35,1235
29-11-2000 00:00,1264.75,1272.75,1252.9,1225.2,1216,1222.35
30-11-2000 00:00,1268.15,1264.75,1272.75,1252.9,1225.2,1216
01-12-2000 00:00,1276.2,1268.15,1264.75,1272.75,1252.9,1225.2
04-12-2000 00:00,1275.6,1276.2,1268.15,1264.75,1272.75,1252.9
05-12-2000 00:00,1284.65,1275.6,1276.2,1268.15,1264.75,1272.75
06-12-2000 00:00,1298.55,1284.65,1275.6,1276.2,1268.15,1264.75
07-12-2000 00:00,1302.5,1298.55,1284.65,1275.6,1276.2,1268.15
08-12-2000 00:00,1313.7,1302.5,1298.55,1284.65,1275.6,1276.2
11-12-2000 00:00,1332.15,1313.7,1302.5,1298.55,1284.65,1275.6
12-12-2000 00:00,1333.35,1332.15,1313.7,1302.5,1298.55,1284.65
13-12-2000 00:00,1354.3,1333.35,1332.15,1313.7,1302.5,1298.55
14-12-2000 00:00,1349.35,1354.3,1333.35,1332.15,1313.7,1302.5
15-12-2000 00:00,1312.6,1349.35,1354.3,1333.35,1332.15,1313.7
18-12-2000 00:00,1317.6,1312.6,1349.35,1354.3,1333.35,1332.15
19-12-2000 00:00,1310.5,1317.6,1312.6,1349.35,1354.3,1333.35
20-12-2000 00:00,1295.25,1310.5,1317.6,1312.6,1349.35,1354.3
21-12-2000 00:00,1277.4,1295.25,1310.5,1317.6,1312.6,1349.35
22-12-2000 00:00,1242,1277.4,1295.25,1310.5,1317.6,1312.6
26-12-2000 00:00,1212,1242,1277.4,1295.25,1310.5,1317.6
27-12-2000 00:00,1228.3,1212,1242,1277.4,1295.25,1310.5
28-12-2000 00:00,1248.95,1228.3,1212,1242,1277.4,1295.25
29-12-2000 00:00,1263.55,1248.95,1228.3,1212,1242,1277.4
01-01-2001 00:00,1254.3,1263.55,1248.95,1228.3,1212,1242
02-01-2001 00:00,1271.8,1254.3,1263.55,1248.95,1228.3,1212
03-01-2001 00:00,1291.25,1271.8,1254.3,1263.55,1248.95,1228.3
04-01-2001 00:00,1307.65,1291.25,1271.8,1254.3,1263.55,1248.95
05-01-2001 00:00,1327.25,1307.65,1291.25,1271.8,1254.3,1263.55
08-01-2001 00:00,1309.25,1327.25,1307.65,1291.25,1271.8,1254.3
09-01-2001 00:00,1311.65,1309.25,1327.25,1307.65,1291.25,1271.8
10-01-2001 00:00,1287.3,1311.65,1309.25,1327.25,1307.65,1291.25
11-01-2001 00:00,1280.4,1287.3,1311.65,1309.25,1327.25,1307.65
12-01-2001 00:00,1286.75,1280.4,1287.3,1311.65,1309.25,1327.25
15-01-2001 00:00,1286.75,1286.75,1280.4,1287.3,1311.65,1309.25
16-01-2001 00:00,1293.05,1286.75,1286.75,1280.4,1287.3,1311.65
17-01-2001 00:00,1297.9,1293.05,1286.75,1286.75,1280.4,1287.3
18-01-2001 00:00,1305.95,1297.9,1293.05,1286.75,1286.75,1280.4
19-01-2001 00:00,1329.1,1305.95,1297.9,1293.05,1286.75,1286.75
22-01-2001 00:00,1348,1329.1,1305.95,1297.9,1293.05,1286.75
23-01-2001 00:00,1355.2,1348,1329.1,1305.95,1297.9,1293.05
24-01-2001 00:00,1365.95,1355.2,1348,1329.1,1305.95,1297.9
25-01-2001 00:00,1370.1,1365.95,1355.2,1348,1329.1,1305.95
29-01-2001 00:00,1342.05,1370.1,1365.95,1355.2,1348,1329.1
30-01-2001 00:00,1379.7,1342.05,1370.1,1365.95,1355.2,1348
31-01-2001 00:00,1371.7,1379.7,1342.05,1370.1,1365.95,1355.2
01-02-2001 00:00,1359.15,1371.7,1379.7,1342.05,1370.1,1365.95
02-02-2001 00:00,1378.85,1359.15,1371.7,1379.7,1342.05,1370.1
05-02-2001 00:00,1382.6,1378.85,1359.15,1371.7,1379.7,1342.05
06-02-2001 00:00,1387.1,1382.6,1378.85,1359.15,1371.7,1379.7
07-02-2001 00:00,1370.8,1387.1,1382.6,1378.85,1359.15,1371.7
08-02-2001 00:00,1395.5,1370.8,1387.1,1382.6,1378.85,1359.15
09-02-2001 00:00,1405.7,1395.5,1370.8,1387.1,1382.6,1378.85
12-02-2001 00:00,1402.2,1405.7,1395.5,1370.8,1387.1,1382.6
13-02-2001 00:00,1391.2,1402.2,1405.7,1395.5,1370.8,1387.1
14-02-2001 00:00,1393.35,1391.2,1402.2,1405.7,1395.5,1370.8
15-02-2001 00:00,1416.7,1393.35,1391.2,1402.2,1405.7,1395.5
16-02-2001 00:00,1381.35,1416.7,1393.35,1391.2,1402.2,1405.7
19-02-2001 00:00,1384.8,1381.35,1416.7,1393.35,1391.2,1402.2
20-02-2001 00:00,1383.85,1384.8,1381.35,1416.7,1393.35,1391.2
21-02-2001 00:00,1370.1,1383.85,1384.8,1381.35,1416.7,1393.35
22-02-2001 00:00,1355.1,1370.1,1383.85,1384.8,1381.35,1416.7
23-02-2001 00:00,1320.45,1355.1,1370.1,1383.85,1384.8,1381.35
26-02-2001 00:00,1312.4,1320.45,1355.1,1370.1,1383.85,1384.8
27-02-2001 00:00,1295.55,1312.4,1320.45,1355.1,1370.1,1383.85
28-02-2001 00:00,1351.4,1295.55,1312.4,1320.45,1355.1,1370.1
01-03-2001 00:00,1358.05,1351.4,1295.55,1312.4,1320.45,1355.1
02-03-2001 00:00,1306.35,1358.05,1351.4,1295.55,1312.4,1320.45
05-03-2001 00:00,1271.45,1306.35,1358.05,1351.4,1295.55,1312.4
07-03-2001 00:00,1290.5,1271.45,1306.35,1358.05,1351.4,1295.55
08-03-2001 00:00,1292.85,1290.5,1271.45,1306.35,1358.05,1351.4
09-03-2001 00:00,1254.75,1292.85,1290.5,1271.45,1306.35,1358.05
12-03-2001 00:00,1197.95,1254.75,1292.85,1290.5,1271.45,1306.35
13-03-2001 00:00,1124.7,1197.95,1254.75,1292.85,1290.5,1271.45
14-03-2001 00:00,1194.2,1124.7,1197.95,1254.75,1292.85,1290.5
15-03-2001 00:00,1217.15,1194.2,1124.7,1197.95,1254.75,1292.85
16-03-2001 00:00,1193.55,1217.15,1194.2,1124.7,1197.95,1254.75
19-03-2001 00:00,1186.7,1193.55,1217.15,1194.2,1124.7,1197.95
20-03-2001 00:00,1170.95,1186.7,1193.55,1217.15,1194.2,1124.7
21-03-2001 00:00,1207.1,1170.95,1186.7,1193.55,1217.15,1194.2
22-03-2001 00:00,1187.55,1207.1,1170.95,1186.7,1193.55,1217.15
23-03-2001 00:00,1161.3,1187.55,1207.1,1170.95,1186.7,1193.55
26-03-2001 00:00,1161.5,1161.3,1187.55,1207.1,1170.95,1186.7
27-03-2001 00:00,1177.75,1161.5,1161.3,1187.55,1207.1,1170.95
28-03-2001 00:00,1206.2,1177.75,1161.5,1161.3,1187.55,1207.1
29-03-2001 00:00,1195.1,1206.2,1177.75,1161.5,1161.3,1187.55
30-03-2001 00:00,1148.2,1195.1,1206.2,1177.75,1161.5,1161.3
02-04-2001 00:00,1138.1,1148.2,1195.1,1206.2,1177.75,1161.5
03-04-2001 00:00,1149.25,1138.1,1148.2,1195.1,1206.2,1177.75
04-04-2001 00:00,1136.65,1149.25,1138.1,1148.2,1195.1,1206.2
06-04-2001 00:00,1139.6,1136.65,1149.25,1138.1,1148.2,1195.1
09-04-2001 00:00,1128.35,1139.6,1136.65,1149.25,1138.1,1148.2
10-04-2001 00:00,1103.05,1128.35,1139.6,1136.65,1149.25,1138.1
11-04-2001 00:00,1066.8,1103.05,1128.35,1139.6,1136.65,1149.25
12-04-2001 00:00,1024.9,1066.8,1103.05,1128.35,1139.6,1136.65
16-04-2001 00:00,1044.6,1024.9,1066.8,1103.05,1128.35,1139.6
17-04-2001 00:00,1067,1044.6,1024.9,1066.8,1103.05,1128.35
18-04-2001 00:00,1103.4,1067,1044.6,1024.9,1066.8,1103.05
19-04-2001 00:00,1144.45,1103.4,1067,1044.6,1024.9,1066.8
20-04-2001 00:00,1144,1144.45,1103.4,1067,1044.6,1024.9
23-04-2001 00:00,1149.75,1144,1144.45,1103.4,1067,1044.6
24-04-2001 00:00,1146.3,1149.75,1144,1144.45,1103.4,1067
25-04-2001 00:00,1155.35,1146.3,1149.75,1144,1144.45,1103.4
26-04-2001 00:00,1143.75,1155.35,1146.3,1149.75,1144,1144.45
27-04-2001 00:00,1101.3,1143.75,1155.35,1146.3,1149.75,1144
30-04-2001 00:00,1125.25,1101.3,1143.75,1155.35,1146.3,1149.75
02-05-2001 00:00,1137.2,1125.25,1101.3,1143.75,1155.35,1146.3
03-05-2001 00:00,1122.05,1137.2,1125.25,1101.3,1143.75,1155.35
04-05-2001 00:00,1130.05,1122.05,1137.2,1125.25,1101.3,1143.75
07-05-2001 00:00,1139.2,1130.05,1122.05,1137.2,1125.25,1101.3
08-05-2001 00:00,1148.95,1139.2,1130.05,1122.05,1137.2,1125.25
09-05-2001 00:00,1149.25,1148.95,1139.2,1130.05,1122.05,1137.2
10-05-2001 00:00,1144.95,1149.25,1148.95,1139.2,1130.05,1122.05
11-05-2001 00:00,1140.5,1144.95,1149.25,1148.95,1139.2,1130.05
14-05-2001 00:00,1140.8,1140.5,1144.95,1149.25,1148.95,1139.2
15-05-2001 00:00,1145.3,1140.8,1140.5,1144.95,1149.25,1148.95
16-05-2001 00:00,1151.15,1145.3,1140.8,1140.5,1144.95,1149.25
17-05-2001 00:00,1174.95,1151.15,1145.3,1140.8,1140.5,1144.95
18-05-2001 00:00,1172.8,1174.95,1151.15,1145.3,1140.8,1140.5
21-05-2001 00:00,1169.45,1172.8,1174.95,1151.15,1145.3,1140.8
22-05-2001 00:00,1168.1,1169.45,1172.8,1174.95,1151.15,1145.3
23-05-2001 00:00,1179.1,1168.1,1169.45,1172.8,1174.95,1151.15
24-05-2001 00:00,1181.85,1179.1,1168.1,1169.45,1172.8,1174.95
25-05-2001 00:00,1174.9,1181.85,1179.1,1168.1,1169.45,1172.8
28-05-2001 00:00,1193.2,1174.9,1181.85,1179.1,1168.1,1169.45
29-05-2001 00:00,1198.45,1193.2,1174.9,1181.85,1179.1,1168.1
